dataset_name,video_id,video_name,video_path,relative_video_path,extension,codec,container_format,duration_seconds,duration_source,fps,fps_source,packet_count,width,height,resolution,size_bytes,readable,ffprobe_error,ffprobe_warning,participant_id,game,session_id,drive_file_id,metadata_present,annotation_present,annotation_rows,annotation_duration_seconds,duplicate_filename_count,has_no_annotation,has_no_metadata,potential_duplicate_by_size_duration
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,.webm,vp8,"matroska,webm",125.886,packet_timestamps,23.78342309708784,packet_count_over_duration,2994,960,600,960x600,44589675,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,66C975E5-1923-3B80-D878-B22DD8D38480,1nFCeEiCWuCTQls9XIQfuEJrS8a10TVou,True,True,492,122.7286,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336.webm,.webm,vp8,"matroska,webm",125.948,packet_timestamps,23.976023976023978,avg_or_r_frame_rate,3025,960,600,960x600,26978323,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Endless,F00C622C-374A-4F8D-65A0-CFBDA1922336,1F5x7JqApugpvYUJiA_BiiFBeL96OBoct,True,True,492,122.7745,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D.webm,.webm,vp8,"matroska,webm",125.623,packet_timestamps,23.960580466952706,packet_count_over_duration,3010,960,600,960x600,39856848,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,1u47WGP684p7WjA71TgNvQYnnlkw9coCQ,True,True,491,122.7082,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2.webm,.webm,vp8,"matroska,webm",124.876,packet_timestamps,23.991799865466543,packet_count_over_duration,2996,960,600,960x600,39437235,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Shootout,67455A88-8A7E-677D-72C2-B9E2DE7522E2,1s26_MntEWEYLDSv8pfiEb6R0pShXrYRL,True,True,488,121.79737,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897.webm,.webm,vp8,"matroska,webm",129.679,packet_timestamps,23.99771744075756,packet_count_over_duration,3112,960,600,960x600,41238970,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Run'N'Gun,7A9B13DD-E727-A202-8E1B-C1385EC66897,1eEdV1MJZBdLcaLaMQiRtKY5gIT_Ph-ZY,True,True,507,126.5927,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146.webm,.webm,vp8,"matroska,webm",104.231,packet_timestamps,24.023563047461888,packet_count_over_duration,2504,960,600,960x600,34340998,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,B44BAC2E-8878-280A-3DAD-C4185CE4F146,1KtxZQKRGRElrcjTVwGTuYdT5vg_1npGV,True,True,406,101.15395,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5.webm,.webm,vp8,"matroska,webm",125.918,packet_timestamps,24.023570895344587,packet_count_over_duration,3025,960,600,960x600,41253493,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Solid,015529D9-2867-69C8-9C53-CFA6FDCE54A5,1mHznbLgftidfa7uVEhkC91uY_AkINr8p,True,True,492,122.80104,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2.webm,.webm,vp8,"matroska,webm",124.625,packet_timestamps,24.0160481444333,packet_count_over_duration,2993,960,600,960x600,40682024,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,5B9AB402-CB0C-EDC0-075C-4B14C87815F2,16w22BJ3_4R1-A9eH6rOohu-x12LAW2k2,True,True,486,121.479,1,False,False,False
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3.webm,videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3.webm,.webm,vp8,"matroska,webm",126.223,packet_timestamps,23.97344382561023,packet_count_over_duration,3026,960,600,960x600,39198170,True,,,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TopDown,7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3,1KDr0GOqMvDWba3isiqE4pqSR8A6p2dBq,True,True,494,123.3047,1,False,False,False
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016,06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016.webm,.webm,vp8,"matroska,webm",125.939,packet_timestamps,19.834999483877116,packet_count_over_duration,2498,960,600,960x600,43083027,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,ApexSpeed,D8D1E0BD-1930-7CBF-3458-776CEA670016,1QtIprz8KOC8PvYDUlpRxQuOo_77UdPRK,True,True,492,122.8621,1,False,False,False
