video_id,sample_label,sample_time_seconds,frame_readable,mean_brightness,near_black,mean_absdiff_from_previous,contact_sheet_path
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,first_frame,0.0,True,98.21303819444445,False,,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,t_1s,1.0,True,96.66368055555556,False,4.0017547607421875,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,t_2s,2.0,True,95.90298090277778,False,1.711516261100769,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,t_3s,3.0,True,98.0512482638889,False,2.431152820587158,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,t_4s,4.0,True,96.58188368055555,False,31.246004104614258,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,last_minus_4s,121.378,True,90.931265625,False,34.42969512939453,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,last_minus_3s,122.378,True,93.63202604166666,False,27.271194458007812,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,last_minus_2s,123.378,True,3.146314236111111,True,91.5982666015625,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,last_minus_1s,124.378,True,3.141815972222222,True,0.0887662023305893,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D,last_frame,125.328,True,3.112894097222222,True,0.5948072671890259,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/5F222604-CB86-1ABA-EB7B-31FF78B7BE93_fps_C697A0AC-C316-A3C7-1E20-9767B3E5600D.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,first_frame,0.0,True,76.44398611111112,False,,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,t_1s,1.0,True,98.81115972222223,False,58.82596206665039,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,t_2s,2.0,True,98.75736284722223,False,2.4046196937561035,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,t_3s,3.0,True,98.37989930555555,False,2.004065990447998,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,t_4s,4.0,True,98.1788263888889,False,4.361515998840332,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,last_minus_4s,120.866,True,97.61752430555556,False,6.365007400512695,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,last_minus_3s,121.866,True,98.34890798611112,False,7.051759719848633,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,last_minus_2s,122.866,True,2.708237847222222,True,95.39434814453125,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,last_minus_1s,123.866,True,6.654045138888889,True,4.038793563842773,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843,last_frame,124.816,True,2.6892065972222223,True,4.547901153564453,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/772BA0E9-AC30-CEA6-AA1B-18A0300702AA_gallery_AD495E56-6CDA-C100-1557-C6D2922FF843.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,first_frame,0.0,True,66.91886284722223,False,,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,t_1s,1.0,True,52.56836979166667,False,39.990814208984375,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,t_2s,2.0,True,52.30468923611111,False,3.9303205013275146,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,t_3s,3.0,True,48.762541666666664,False,9.592575073242188,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,t_4s,4.0,True,45.991375,False,9.722423553466797,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,last_minus_4s,121.823,True,46.13242881944444,False,8.059151649475098,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,last_minus_3s,122.823,True,46.24148090277778,False,6.042315483093262,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,last_minus_2s,123.823,True,49.606298611111114,False,10.816503524780273,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,last_minus_1s,124.823,True,49.61790798611111,False,0.15599305927753448,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97,last_frame,125.773,True,49.55571527777778,False,2.4512813091278076,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/8322EDEF-4C09-318A-1B7E-56D62A6839AD_endless_DBD868B7-F648-F70A-2DB2-DF3E78B79A97.jpg
94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C,first_frame,0.0,True,76.44398611111112,False,,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C.jpg
94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C,t_1s,1.0,True,98.81572569444444,False,58.84319305419922,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C.jpg
94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C,t_2s,2.0,True,98.75359375,False,2.670405626296997,outputs/again_alignment_offset_diagnosis_20260621_131041/contact_sheets/94AA1B20-A5D9-F2B4-FD96-2F20A00FAE89_gallery_A2FD1DBA-2F70-8FF1-5E50-DD8D3E22289C.jpg
