video_id,source_filename,duration_seconds,row_count,black_frame_fraction_mean,black_frame_fraction_max,duplicate_frame_fraction_mean,duplicate_frame_fraction_max,quality_black_frame_flag_count,quality_duplicate_frame_flag_count,quality_exclusion_flag_count,quality_exclusion_fraction,quality_weight_suggested_mean,quality_weight_suggested_min,motion_absdiff_mean_mean,motion_absdiff_mean_max,luma_mean_mean,luma_mean_min,luma_mean_max,source_video_sha256,source_cache_hash,output_hash,status,cortical_output_path,baseline_features_path,temporal_diagnostics_path
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,122.5,245,0.0,0.0,0.04016844957914888,0.8888888955116272,0,0,0,0.0,0.9598315528460911,0.1111111044883728,21.74231939534752,31.43405532836914,99.54434777084661,69.28150939941406,126.03926849365234,66799f88ad5ab02e4fb64bc2ce9c7260490f0b626b6f3bda96674fbf237be16d,9d18536afb7294634e857630aa5d8a0d9005e13470cc59ba2aa5d04b94e1dbe9,11afa93271f75628b2bbd5b64e4b2fe3e7b2e312e6a14167c0db53d1d06e0192,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336.webm,122.5,246,0.0,0.0,0.040973029091833084,1.0,0,7,7,0.028455284552845527,0.959026971241323,0.0,7.61706500300547,9.036415100097656,46.65156145793636,45.408721923828125,63.029327392578125,e11e860931b22a05e345b0c5c5e036ca8a109d08e7e1d6fde65d84fce8863669,f983eedbcc6e91b1fe6a1bf0d1f3dc9516193b1caeb037214dccfb0e6001b4c3,6a238b61abc4b12b5a404cfd490551912e406346ade5d37261c9c30d322d92fd,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_endless_F00C622C-374A-4F8D-65A0-CFBDA1922336/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D.webm,122.5,246,0.0,0.0,0.06491160285999863,1.0,0,2,2,0.008130081300813009,0.9350883989799313,0.0,17.390559881138124,28.257959365844727,99.27845742450496,83.66179656982422,112.66405487060547,9df17eb6f50ef9c8c767bcd0fb3deaf52962cb3cfa57373bea289cd4aee9bb13,993f61bdaf346d1b7815a26c4c16ad163aef67d9652f3a3c4a040516ba09bbcb,2e834dddc86308170226e49cdb7d4013a182521859846ab42f5f6dcdb801adf3,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_fps_58DFAAA7-CA39-6D86-85B8-3D92D16D053D/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2.webm,121.5,244,0.0,0.0,0.47593027570086427,1.0,0,1,1,0.004098360655737705,0.5240697281771018,0.0,5.010844959343066,10.809727668762207,116.32117981207175,112.5609130859375,120.55450439453125,5e27772718d83631e9f8ab34445e62b73b1f1f09ea1b4a9569f83cb250b32baf,e6936f184079deed9ac8f5206fab6e2710e5a84fc5b1dc67b17a355a77ca30cf,38b0ae684be4666f807103597935a739d66a3eb18f79192ce00eadcc5897d410,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gallery_67455A88-8A7E-677D-72C2-B9E2DE7522E2/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897.webm,126.5,254,0.0,0.0,0.0632420959112447,1.0,0,4,4,0.015748031496062992,0.9367579057460694,0.0,9.47815183928515,15.921307563781738,101.35445118701364,54.913448333740234,115.91749572753906,979b714878ed07f74235df34f52fbd24532c4df0ecfaf94e25b5ea7134cefa29,e29c0f63986250c90c3917aa90ac8d4dae627be43ebb8d7a7e6aeef8e29a680b,d8f86a7f5b55af24cb912ad7f5d417a58ad31251eeee369a3a36b708aeeecf7c,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_gun_7A9B13DD-E727-A202-8E1B-C1385EC66897/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146.webm,101.0,202,0.0,0.0,0.05013358531206256,0.9682539701461792,0,5,5,0.024752475247524754,0.9498664149553468,0.0317460298538208,13.352540497105606,19.249710083007812,125.23272293392975,93.26293182373047,163.62188720703125,f41c8b4e1e6bbcd7110cec5935b7a1fa2c0d2f78848342c8fcb5d5219b97afd4,11ee151b155b660e583ddfbe0087ec282162f4c1d7e757f4f35e9801b748a762,c15f711b22d1cf0b9ba88125e445a9ec99798ae8502a054ba3c80471f888d035,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_platform_B44BAC2E-8878-280A-3DAD-C4185CE4F146/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5.webm,122.5,246,0.0,0.0,0.054329592022832815,1.0,0,6,6,0.024390243902439025,0.9456704096580909,0.0,11.062806024299405,19.04312515258789,126.65151360364464,94.26676177978516,163.65187072753906,e50e1af96e77a19da7bacd59ac0f5ef9c410cf54e832b6a248ace0bd9c4a5bc9,54feb8d202342e37ad94baf9213e7e9dd3be3bc23abbd0bfca6ebbbb076ffd6f,48fba5ead7f764b375653aaf4c2a2237c2977e22d5a56db39c0c2e8833f79c65,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_solid_015529D9-2867-69C8-9C53-CFA6FDCE54A5/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2.webm,121.0,243,0.0,0.0,0.04291593226692313,1.0,0,7,7,0.02880658436213992,0.9570840678097289,0.0,10.215692622487436,18.34281349182129,132.15441737547823,123.31413269042969,145.2416229248047,57a2799a0948f016938f7c9593c37c5e0171cb67e0a44c7cd501c8d910175e86,3b72390f9f0e0d0b2459502fa64d54b55da6c6fb6d37e286bf8f9aa5175ff37a,3e9cac8be6fead2629479f3b11944a46abfc12f9f1b96b8d0bf03248b3c427cd,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_tiny_5B9AB402-CB0C-EDC0-075C-4B14C87815F2/vjepa_temporal_diagnostics.npz
018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3.webm,123.0,247,0.0,0.0,0.05700147897005081,1.0,0,5,5,0.020242914979757085,0.9429985226889853,0.0,7.998964523738213,11.671041488647461,43.355304857014644,31.30875015258789,67.98009490966797,0dc8a3faba70b84152829079c7dad2a0237c1c0cea676b5d813091eb985a03c9,ef6a96c6c3a47a0d482fb2a0b522ab9546136ffeb6c5657b3ccd9d3114d37817,b570ec19382632aa8a6272c42f3e55aaec6998b3825e25a513eac151535d25c8,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_topdown_7ABFC2E7-D3E9-AEB6-4875-B73D39D71CF3/vjepa_temporal_diagnostics.npz
06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016,06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016.webm,122.5,246,0.0,0.0,0.10394889926462154,1.0,0,1,1,0.0040650406504065045,0.8960511076256512,0.0,20.679701923536577,30.65210723876953,101.77844573230279,76.7418212890625,125.92698669433594,a13d663c89acbbebe1177a5e90b76176e592393c63808b88cbbedd1e9f6e5e8c,12c76c6aea7c85cfba2c3edb489efa937b4b5bffa82bf5e16d688f495e362d83,96702a6e6dd6eeb6d693b182a37d73a326ee910c1e516e63e26fa53352cc8ede,success,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016/tribe_v2_cortical_predictions.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016/baseline_features_rowlevel.npz,/workspace/h100_again_run/h100_again_dense_vjepa21_vitg_float16_256_2hz/tribe_v2_outputs/per_video/06F9F8CE-9696-23CA-25B5-000AA4A793BA_apex_D8D1E0BD-1930-7CBF-3458-776CEA670016/vjepa_temporal_diagnostics.npz
