schema_version,target_name,target_type,validation_protocol,fold,seed,architecture,control_type,feature_name,n_train,n_test,test_positive_rate,checkpoint_restore_pass,eval_mode_scoring,dropout_disabled,ar_baseline_reused,ar_baseline_newly_trained,frozen_ar_train_checksum,frozen_ar_test_checksum,decision_threshold_train_only,pr_auc,roc_auc,f1,precision,recall,balanced_accuracy,continuous_mae,continuous_mse,continuous_rmse,continuous_pearson,continuous_spearman,spearman_future_movement,top_1pct_precision,top_1pct_recall,top_1pct_lift,top_1pct_avg_true_movement,top_1pct_avg_true_movement_lift,top_5pct_precision,top_5pct_recall,top_5pct_lift,top_5pct_avg_true_movement,top_5pct_avg_true_movement_lift,top_10pct_precision,top_10pct_recall,top_10pct_lift,top_10pct_avg_true_movement,top_10pct_avg_true_movement_lift,within_video_macro_pr_auc,within_video_macro_roc_auc,within_video_macro_spearman_future_movement,within_video_macro_top_5pct_lift,within_video_video_count,best_epoch,epochs_run,best_inner_val_delta_vs_frozen_ar,best_inner_val_secondary_delta,early_stopping_reason,residual_suppressed,checkpoint_restored,checkpoint_path,checkpoint_checksum,label_policy,alpha_final,gate_mean,gate_p05,gate_p50,gate_p95,delta_vs_frozen_ar_pr_auc,delta_vs_frozen_ar_roc_auc,delta_vs_frozen_ar_top_1pct_recall,delta_vs_frozen_ar_top_5pct_recall,delta_vs_frozen_ar_top_10pct_recall,delta_vs_frozen_ar_spearman_future_movement
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,frozen_or_ar_only,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9594975709915161,0.22359553413321676,0.7011479252048525,0.28511850976576075,0.2144051850303157,0.4254304086289152,0.6210397950383456,0.0777783989906311,0.013140294700860977,0.11463112448572149,0.2982617328543462,0.2480464258329535,0.21102806043129418,0.4117647058823529,0.03920348475420037,3.912490696340764,0.21535655856132507,0.13865284621715546,0.3264949803579223,0.15515453225471892,3.102277963127091,0.169145867228508,0.09244215488433838,0.2737393582187295,0.26011200995644057,2.6010065383288867,0.147347554564476,0.0706438422203064,0.25053861622898055,0.648717022379714,0.17099078425544073,2.3378221754500066,199,,,,,,,,,,,,,,,,,,,,,
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,real_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.656831055879593,0.23106498202455208,0.7043939116954163,0.2893776004075741,0.2449683726279471,0.35345364032358434,0.6126577250828648,0.07857343554496765,0.013180899433791637,0.11480809829359442,0.2935254789942131,0.24807212214365648,0.22424908101316593,0.4357298474945534,0.04148516905206389,4.140201795069592,0.22918646037578583,0.1524827480316162,0.33522479266695765,0.15930304915992533,3.1852265717668526,0.17475169897079468,0.09804798662662506,0.2820344902859638,0.26799419207633274,2.679824918278247,0.15315473079681396,0.07645101845264435,0.27360393894731316,0.6698216808097587,0.1595658863152458,2.7476370997234034,199,24.0,32.0,0.01765295851637816,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260625__best.npz,633440dee6ce633df73568a9605dcc21,true_train_and_true_inner_val_selection,0.002882742090150714,0.21897751092910767,1.1677111615426838e-05,0.015804242342710495,0.9880372881889343,0.007469447891335329,0.003245986490563846,0.0022816842978635177,0.004148516905206401,0.007882182119892167,0.013221020581871745
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,shuffled_pca_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9594987630844116,0.22354450994261904,0.7011214902644394,0.28511850976576075,0.2144051850303157,0.4254304086289152,0.6210397950383456,0.07777860760688782,0.013140342198312283,0.11463133166073002,0.2982557279880825,0.24741274589013224,0.2103451246977576,0.4074074074074074,0.03878863306367973,3.871088678390068,0.21390414237976074,0.13720043003559113,0.3264949803579223,0.15515453225471892,3.102277963127091,0.169145867228508,0.09244215488433838,0.2737393582187295,0.26011200995644057,2.6010065383288867,0.147347554564476,0.0706438422203064,0.24763412038461452,0.6483144822164115,0.14051956678750982,2.402670003719585,199,1.0,9.0,0.0001879108114632433,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260625__best.npz,0b929305577c22218f4d3a9e91483e83,true_train_and_true_inner_val_selection,0.002147326245903969,0.02122928760945797,0.006782063748687506,0.018038615584373474,0.046451177448034286,-5.10241905977149e-05,-2.643494041310035e-05,-0.00041485169052064147,0.0,0.0,-0.0006829357335365882
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,random_pca_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9594730138778687,0.22353850497390976,0.7011131475824691,0.28513832893090507,0.214427600627287,0.4254304086289152,0.6210519940282693,0.07777886092662811,0.013140357099473476,0.11463139665673396,0.2982532707626498,0.2473903610230262,0.2103494468239149,0.4095860566448802,0.038996058908940055,3.8917896873654163,0.2146303653717041,0.13792665302753448,0.3264949803579223,0.15515453225471892,3.102277963127091,0.169145867228508,0.09244215488433838,0.2737393582187295,0.26011200995644057,2.6010065383288867,0.14734753966331482,0.0706438273191452,0.24720950790275534,0.6477178165056262,0.1400217504105248,2.3967845314785015,199,1.0,9.0,0.0002207015901034004,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260625__best.npz,893cf35e10b55654618b7075fb765642,true_train_and_true_inner_val_selection,0.0021467269398272038,0.021179186180233955,0.006634625606238842,0.017857233062386513,0.04725055396556854,-5.7029159306998256e-05,-3.477762238335291e-05,-0.00020742584526031727,0.0,0.0,-0.0006786136073792803
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,label_permutation_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9594975709915161,0.22359553413321676,0.7011479252048525,0.28511850976576075,0.2144051850303157,0.4254304086289152,0.6210397950383456,0.0777783989906311,0.013140294700860977,0.11463112448572149,0.2982617328543462,0.2480464258329535,0.21102806043129418,0.4117647058823529,0.03920348475420037,3.912490696340764,0.21535655856132507,0.13865284621715546,0.3264949803579223,0.15515453225471892,3.102277963127091,0.169145867228508,0.09244215488433838,0.2737393582187295,0.26011200995644057,2.6010065383288867,0.147347554564476,0.0706438422203064,0.25053861622898055,0.648717022379714,0.17099078425544073,2.3378221754500066,199,0.0,8.0,0.0,0.0,patience_exhausted,True,False,,,permuted_train_and_permuted_inner_val_selection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,train_only_video_mean_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9595004320144653,0.22355279508448173,0.7011271659197803,0.28511850976576075,0.2144051850303157,0.4254304086289152,0.6210397950383456,0.07777918875217438,0.013140332885086536,0.11463129103820884,0.2982545240557792,0.24740508953652024,0.21037675847334758,0.4074074074074074,0.03878863306367973,3.871088678390068,0.21390414237976074,0.13720043003559113,0.3264949803579223,0.15515453225471892,3.102277963127091,0.169145867228508,0.09244215488433838,0.2737393582187295,0.26011200995644057,2.6010065383288867,0.14734753966331482,0.0706438273191452,0.2480745386183357,0.6477453540042206,0.14039171867582312,2.4151972298912,199,1.0,9.0,0.00023568206935692393,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260625__best.npz,0eafbd025ff251647a79cef98687e1f7,true_train_and_true_inner_val_selection,0.0021616858430206776,0.018608061596751213,0.011744980700314045,0.018279440701007843,0.02805880270898342,-4.273904873502987e-05,-2.0759285072169398e-05,-0.00041485169052064147,0.0,0.0,-0.000651301957946604
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260625,short_temporal_conv_residual,diagnostics_only_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,cb124dcaefd0cee6e0d18cbfb8aa9e92,9b5df49afa0ba4944002b0c9e7d2a167,-1.9781620502471924,0.22460768110603302,0.7009722329278629,0.2820780304610891,0.21217827997489014,0.4206596141879278,0.6184714129689974,0.07780613750219345,0.013142647221684456,0.11464138529206831,0.2980500909553768,0.24642593784564915,0.21131453074565315,0.42701525054466233,0.04065546567102261,4.0573977591682,0.22261233627796173,0.14590862393379211,0.3264949803579223,0.15515453225471892,3.102277963127091,0.17007742822170258,0.09337371587753296,0.275049115913556,0.2613565650280025,2.6134515456893124,0.14954091608524323,0.07283720374107361,0.24670064976089584,0.6518863778410019,0.1417046891327286,2.42214974407739,199,40.0,40.0,0.0036155487114809537,0.0,max_epochs_reached,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260625__best.npz,f506171a6fc5373927804322ba7e144f,true_train_and_true_inner_val_selection,0.0024892915971577168,0.24322885274887085,1.7866428606794216e-05,0.006722693797200918,0.984049379825592,0.0010121469728162635,-0.00017569227698954748,0.0014519809168222347,0.0,0.0012445550715619036,0.0002864703143589664
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260626,short_temporal_conv_residual,frozen_or_ar_only,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,3f6c7dcfac308720b0a250430ac5ec6f,da750807006686a308984f1b082efb30,-1.8069207668304443,0.2260467776197413,0.7064478916362485,0.28669367404175755,0.2295695570804741,0.38166355527898777,0.6155030148610519,0.07985787093639374,0.013089445419609547,0.11440911423313069,0.3014719555047751,0.2508972531291067,0.20669364476935592,0.41612200435729846,0.039618336444721014,3.95389271429146,0.2153647392988205,0.13866102695465088,0.33085988651243997,0.15722879070732212,3.143752267446972,0.16993895173072815,0.09323523938655853,0.27679545950665796,0.26301597179008507,2.630044888836546,0.14863596856594086,0.07193225622177124,0.253078915356243,0.6502279390911253,0.17046095066154693,2.3174023357888176,199,,,,,,,,,,,,,,,,,,,,,
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260626,short_temporal_conv_residual,real_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,3f6c7dcfac308720b0a250430ac5ec6f,da750807006686a308984f1b082efb30,-1.9777605533599854,0.24571724602720402,0.7212784954398931,0.300926253270169,0.22827719373524993,0.44140219871395975,0.6329415658463545,0.07843254506587982,0.012955551035702229,0.11382245400492044,0.3157898140451982,0.2758784851218366,0.24598858811347232,0.46187363834422657,0.04397427919518772,4.388613902773767,0.23300956189632416,0.15630584955215454,0.36010475774770845,0.17112632233976355,3.421630106390174,0.18418028950691223,0.10747657716274261,0.2944771883868151,0.2798174652561709,2.7980524882022872,0.1587284803390503,0.08202476799488068,0.28430043232313224,0.687845308393061,0.21489186169394994,2.772464923351074,199,32.0,40.0,0.011797260805969267,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260626__best.npz,fa46afb3ea1fa63c4663ac4549b427b7,true_train_and_true_inner_val_selection,0.003098980290815234,0.26742735505104065,2.1131995708856266e-06,0.02052123099565506,0.9977203011512756,0.019670468407462727,0.014830603803644538,0.004355942750466704,0.013897531632441423,0.016801493466085837,0.0392949433441164
again_dense_2hz_phase5_temporal_residual_grouped_compat_v1,future_arousal_max_delta_rows_4_10_train_q90,binary,grouped_video,1,20260626,short_temporal_conv_residual,shuffled_pca_residual,temporal_mean_2s_then_pca256,183216,45808,0.10524362556758644,True,True,True,False,True,3f6c7dcfac308720b0a250430ac5ec6f,da750807006686a308984f1b082efb30,-1.9614735841751099,0.22596080503231641,0.7060130954448821,0.2857539958304378,0.21486048698923607,0.42646753785521674,0.6215827576313437,0.0791512057185173,0.013156361877918243,0.11470118516352934,0.29298073318684914,0.24621527469608806,0.20634100511960934,0.41612200435729846,0.039618336444721014,3.95389271429146,0.2155449241399765,0.13884121179580688,0.3321693583587953,0.1578510682431031,3.156194558742936,0.17019756138324738,0.09349384903907776,0.27679545950665796,0.26301597179008507,2.630044888836546,0.14855831861495972,0.0718546062707901,0.24999204935030137,0.651141468461209,0.1411707148338945,2.331026591252035,199,9.0,17.0,0.0002457360109973661,0.0,patience_exhausted,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260626__best.npz,e44b39aee6be3409092e861a5b21afcb,true_train_and_true_inner_val_selection,0.002429349347949028,0.1044149100780487,0.0003166056121699512,0.022280137985944748,0.536850094795227,-8.597258742487623e-05,-0.00043479619136643777,0.0,0.0006222775357809796,0.0,-0.0003526396497465778
